Area
CONTOURS

Numero : 1	Largeur : 5.176	Hauteur : 1035.276	Angle_Haut/Gauche : 75.0
Numero : 0	Largeur : 5.0	Hauteur : 2000.0
Numero : 2	Largeur : 5.176	Hauteur : 1035.276	Angle_Haut/Gauche : 105.0
Numero : 3	Lmin : 5.0	Lmax : 5.176	Hmin : 489.824	Hmax : 491.163	Angle_Haut/Gauche : 15.0
Numero : 4	Lmin : 5.0	Lmax : 5.176	Hmin : 489.824	Hmax : 491.163	Angle_Haut/Gauche : 15.0

POUTRES

A-Area P-1

Numero : 15	Lmin : 5.098	Lmax : 5.176	Hmin : 385.557	Hmax : 385.902	Cumul_Haut : 1009.394	Angle_Bas/Droite : 11.25	Angle_Haut/Gauche : 15.0
Numero : 26	Lmin : 5.0	Lmax : 5.098	Hmin : 304.907	Hmax : 305.902	Angle_Bas/Droite : 11.25
Numero : 28	Lmin : 5.0	Lmax : 5.098	Hmin : 303.913	Hmax : 304.908	Angle_Bas/Droite : 11.25
Numero : 30	Largeur : 5.0	Hauteur : 303.913
Numero : 32	Lmin : 5.0	Lmax : 5.098	Hmin : 301.924	Hmax : 302.919	Angle_Bas/Droite : 11.25
Numero : 34	Lmin : 5.0	Lmax : 5.098	Hmin : 300.929	Hmax : 301.924	Angle_Bas/Droite : 11.25
Numero : 24	Largeur : 5.0	Hauteur : 672.414
Numero : 25	Largeur : 5.0	Hauteur : 672.414
Numero : 17	Lmin : 5.0	Lmax : 5.176	Hmin : 751.074	Hmax : 752.414	Cumul_Haut : 1055.982	Cumul_Bas : 1220.0	Angle_Haut/Gauche : 15.0

OUVERTURES

TRAPEZIUM1

Numero : 9	Lmin : 5.0	Lmax : 5.098	Hmin : 345.0	Hmax : 345.995	Cumul_Bas : 1200.0	Angle_Haut/Gauche : 11.25
Numero : 5	Largeur : 5.0	Hauteur : 500.0
Numero : 6	Largeur : 5.0	Hauteur : 140.0
Numero : 10	Lmin : 5.0	Lmax : 5.176	Hmin : 621.118	Hmax : 622.458	Cumul_Haut : 507.285	Cumul_Bas : 690.0	Angle_Haut/Gauche : 15.0
Numero : 12	Largeur : 5.098	Hauteur : 519.991	Angle_Haut/Gauche : 78.75
Numero : 7	Largeur : 5.0	Hauteur : 140.0
Numero : 8	Lmin : 5.0	Lmax : 5.098	Hmin : 244.549	Hmax : 245.544	Cumul_Bas : 695.0	Angle_Haut/Gauche : 11.25

AUTRE

Numero : 36	Lmin : 5.0	Lmax : 5.176	Hmin : 505.901	Hmax : 507.241	Cumul_Haut : 62.117	Cumul_Bas : 260.0	Angle_Haut/Gauche : 15.0
Numero : 37	Lmin : 5.0	Lmax : 5.176	Hmin : 521.978	Hmax : 523.318	Cumul_Haut : 124.233	Cumul_Bas : 320.0	Angle_Haut/Gauche : 15.0
Numero : 38	Lmin : 5.0	Lmax : 5.176	Hmin : 538.054	Hmax : 539.394	Cumul_Haut : 186.35	Cumul_Bas : 380.0	Angle_Haut/Gauche : 15.0
Numero : 39	Lmin : 5.0	Lmax : 5.176	Hmin : 554.131	Hmax : 555.471	Cumul_Haut : 248.466	Cumul_Bas : 440.0	Angle_Haut/Gauche : 15.0
Numero : 40	Lmin : 5.0	Lmax : 5.176	Hmin : 570.208	Hmax : 571.548	Cumul_Haut : 310.583	Cumul_Bas : 500.0	Angle_Haut/Gauche : 15.0
Numero : 41	Lmin : 5.0	Lmax : 5.176	Hmin : 586.285	Hmax : 587.625	Cumul_Haut : 372.7	Cumul_Bas : 560.0	Angle_Haut/Gauche : 15.0
Numero : 42	Lmin : 5.0	Lmax : 5.176	Hmin : 602.362	Hmax : 603.702	Cumul_Haut : 434.816	Cumul_Bas : 620.0	Angle_Haut/Gauche : 15.0
